Input File: 00STD.78D
Measure Group: Swept Sine
Measurement: Freq. Resp.
Num of extracted Points: 200
Start Freq.: 100 kHz
Stop  Freq.: 1 kHz
Sweep Type: Log
Auto Level: Off
Amplitude: 200.0 mV
Source Ramping: Off
Source Offset:   0.0 mV
Settle Time:   7.8125 ms
Settle Cycles:    1
Integration Time:   15.625 ms
Integration Cycles:   10

    X[Hz]          P[deg]     
  3.783462e+04  -9.572381e+01 
  3.872039e+04  -9.623641e+01 
  3.962689e+04  -9.675812e+01 
  4.055461e+04  -9.729988e+01 
  4.150405e+04  -9.782961e+01 
  4.247571e+04  -9.836385e+01 
  4.347013e+04  -9.889863e+01 
  4.448783e+04  -9.946578e+01 
  4.552935e+04  -1.000151e+02 
  4.659526e+04  -1.005882e+02 
  4.768612e+04  -1.011442e+02 
  4.880252e+04  -1.017228e+02 
  4.994505e+04  -1.022840e+02 
  5.111434e+04  -1.028824e+02 
  5.231099e+04  -1.034945e+02 
  5.353567e+04  -1.040937e+02 
  5.478901e+04  -1.047016e+02 
  5.607170e+04  -1.053347e+02 
  5.738442e+04  -1.059557e+02 
  5.872787e+04  -1.066690e+02 
  6.010277e+04  -1.072673e+02 
  6.150986e+04  -1.079629e+02 
  6.294989e+04  -1.086479e+02 
  6.442364e+04  -1.093374e+02 
  6.593188e+04  -1.100558e+02 
  6.747544e+04  -1.107812e+02 
  6.905513e+04  -1.115117e+02 
  7.067181e+04  -1.122747e+02 
  7.232634e+04  -1.130364e+02 
  7.401960e+04  -1.138626e+02 
  7.575250e+04  -1.146790e+02 
  7.752598e+04  -1.155195e+02 
  7.934097e+04  -1.163532e+02 
  8.119845e+04  -1.172361e+02 
  8.309942e+04  -1.181262e+02 
  8.504489e+04  -1.190507e+02 
  8.703591e+04  -1.199602e+02 
  8.907355e+04  -1.209040e+02 
  9.115888e+04  -1.218960e+02 
  9.329304e+04  -1.228897e+02 
  9.547716e+04  -1.238984e+02 
  9.771241e+04  -1.249736e+02 
  1.000000e+05  -1.259940e+02 
