Input File: 20TFM.78D
Measure Group: Swept Sine
Measurement: Freq. Resp.
Num of extracted Points: 200
Start Freq.: 100 kHz
Stop  Freq.: 1 kHz
Sweep Type: Log
Auto Level: Off
Amplitude: 500.0 mV
Source Ramping: Off
Source Offset:   0.0 mV
Settle Time:   7.8125 ms
Settle Cycles:    1
Integration Time:   15.625 ms
Integration Cycles:   10

    X[Hz]         Mag[dB]     
  1.000000e+03   2.233677e+01 
  1.023411e+03   2.258950e+01 
  1.047371e+03   2.226867e+01 
  1.071891e+03   2.110426e+01 
  1.096986e+03   2.160388e+01 
  1.122668e+03   2.135816e+01 
  1.148951e+03   2.130498e+01 
  1.175850e+03   2.030918e+01 
  1.203378e+03   2.060183e+01 
  1.231551e+03   2.012638e+01 
  1.260383e+03   1.840430e+01 
  1.289890e+03   2.295435e+01 
  1.320088e+03   3.720019e+01 
  1.350994e+03   2.049908e+01 
  1.382622e+03   1.744367e+01 
  1.414991e+03   1.814029e+01 
  1.448118e+03   1.791582e+01 
  1.482021e+03   1.805222e+01 
  1.516717e+03   1.886081e+01 
  1.552225e+03   1.802125e+01 
  1.588565e+03   1.845020e+01 
  1.625756e+03   1.774735e+01 
  1.663817e+03   1.801207e+01 
  1.702769e+03   1.758331e+01 
  1.742633e+03   1.747955e+01 
  1.783431e+03   1.721026e+01 
  1.825183e+03   1.707152e+01 
  1.867914e+03   1.688317e+01 
  1.911644e+03   1.642360e+01 
  1.956398e+03   1.647115e+01 
  2.002200e+03   1.629550e+01 
  2.049075e+03   1.602289e+01 
  2.097046e+03   1.579478e+01 
  2.146141e+03   1.566285e+01 
  2.196385e+03   1.542699e+01 
  2.247806e+03   1.509313e+01 
  2.300430e+03   1.495704e+01 
  2.354286e+03   1.470433e+01 
  2.409404e+03   1.450625e+01 
  2.465811e+03   1.411667e+01 
  2.523539e+03   1.389646e+01 
  2.582619e+03   1.371293e+01 
  2.643082e+03   1.328895e+01 
  2.704960e+03   1.309693e+01 
  2.768287e+03   1.297165e+01 
  2.833096e+03   1.285814e+01 
  2.899423e+03   1.230592e+01 
  2.967302e+03   1.216225e+01 
  3.036771e+03   1.209964e+01 
  3.107866e+03   1.184235e+01 
  3.180626e+03   1.149888e+01 
  3.255089e+03   1.139673e+01 
  3.331295e+03   1.093476e+01 
  3.409285e+03   1.089029e+01 
  3.489101e+03   1.043301e+01 
  3.570786e+03   1.025532e+01 
  3.654383e+03   1.028182e+01 
  3.739937e+03   9.873538e+00 
  3.827494e+03   9.559596e+00 
  3.917102e+03   9.287143e+00 
  4.008806e+03   9.216367e+00 
  4.102658e+03   8.729125e+00 
  4.198707e+03   8.569088e+00 
  4.297005e+03   8.369889e+00 
  4.397604e+03   8.174989e+00 
  4.500558e+03   7.852622e+00 
  4.605922e+03   7.660094e+00 
  4.713753e+03   7.341582e+00 
  4.824109e+03   7.061205e+00 
  4.937048e+03   6.713758e+00 
  5.052631e+03   6.576696e+00 
  5.170920e+03   6.462865e+00 
  5.291979e+03   6.089946e+00 
  5.415872e+03   5.802865e+00 
  5.542665e+03   5.805239e+00 
  5.672426e+03   5.350270e+00 
  5.805226e+03   5.134701e+00 
  5.941134e+03   4.931140e+00 
  6.080224e+03   4.968906e+00 
  6.222571e+03   3.827344e+00 
  6.368250e+03   4.271701e+00 
  6.517340e+03   3.872005e+00 
  6.669919e+03   3.673357e+00 
  6.826072e+03   3.373880e+00 
  6.985880e+03   3.110982e+00 
  7.149429e+03   3.019074e+00 
  7.316807e+03   2.824269e+00 
  7.488104e+03   2.413479e+00 
  7.663411e+03   2.190750e+00 
  7.842822e+03   1.928304e+00 
  8.026434e+03   1.669532e+00 
  8.214344e+03   1.473497e+00 
  8.406653e+03   1.080075e+00 
  8.603465e+03   7.502770e-01 
  8.804884e+03   5.873827e-01 
  9.011019e+03   3.267406e-01 
  9.221979e+03  -6.186412e-02 
  9.437878e+03  -2.862964e-01 
  9.658832e+03  -4.305826e-01 
  9.884959e+03  -7.161324e-01 
  1.011638e+04  -9.603297e-01 
  1.035322e+04  -1.086528e+00 
  1.059560e+04  -1.431546e+00 
  1.084366e+04  -1.744370e+00 
  1.109753e+04  -1.998545e+00 
  1.135733e+04  -2.382178e+00 
  1.162322e+04  -2.581857e+00 
