Input File: 20TFD.78D
Measure Group: Swept Sine
Measurement: Freq. Resp.
Num of extracted Points: 200
Start Freq.: 100 kHz
Stop  Freq.: 1 kHz
Sweep Type: Log
Auto Level: Off
Amplitude: 200.0 mV
Source Ramping: Off
Source Offset:   0.0 mV
Settle Time:   7.8125 ms
Settle Cycles:    1
Integration Time:   15.625 ms
Integration Cycles:   10

    X[Hz]          P[deg]     
  3.962689e+04   1.246583e+02 
  4.055461e+04   1.122252e+02 
  4.150405e+04   1.118219e+02 
  4.247571e+04   1.133240e+02 
  4.347013e+04   1.161400e+02 
  4.448783e+04   1.118832e+02 
  4.552935e+04   1.048924e+02 
  4.659526e+04   1.083304e+02 
  4.768612e+04   9.611734e+01 
  4.880252e+04   8.148222e+01 
  4.994505e+04   8.311984e+01 
  5.111434e+04   8.256757e+01 
  5.231099e+04   8.559974e+01 
  5.353567e+04   8.532173e+01 
  5.478901e+04   8.708928e+01 
  5.607170e+04   5.524240e+01 
  5.738442e+04   6.148047e+01 
  5.872787e+04   9.607220e+01 
  6.010277e+04   8.007646e+01 
  6.150986e+04   3.828362e+01 
  6.294989e+04   2.698960e+01 
  6.442364e+04   5.758538e+01 
  6.593188e+04   5.313650e+01 
  6.747544e+04  -1.325295e+02 
  6.905513e+04  -1.504882e+01 
  7.067181e+04  -3.978641e+00 
  7.232634e+04   1.128260e+02 
  7.401960e+04   1.266153e+02 
  7.575250e+04   1.415053e+02 
  7.752598e+04   8.149032e+01 
  7.934097e+04   1.515623e+01 
  8.119845e+04   6.810638e+01 
  8.309942e+04   1.007304e+01 
  8.504489e+04   1.097322e+02 
  8.703591e+04   1.943609e+01 
  8.907355e+04  -2.875848e-01 
  9.115888e+04  -2.003022e+01 
  9.329304e+04  -2.994373e+01 
  9.547716e+04  -4.245593e+01 
  9.771241e+04  -4.308443e+01 
  1.000000e+05  -1.157353e+01 
